"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Admin user analytics.","11","GET Analytics Users","WastePlatform API - Professional QA Suite","Sun May 24 13:15:39 UTC 2026","failed","Sun May 24 13:15:39 UTC 2026","","10 - Admin API","",""
"Use this request to capture a citizen token into citizenToken.","31","POST Login Citizen","WastePlatform API - Professional QA Suite","Sun May 24 13:15:37 UTC 2026","passed","Sun May 24 13:15:37 UTC 2026","","01 - Auth","",""
"List collectors belonging to the enterprise.","13","GET Collectors","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","failed","Sun May 24 13:15:38 UTC 2026","","09 - Enterprise API","",""
"Use this to inspect available roles before registering users.","25","GET Roles","WastePlatform API - Professional QA Suite","Sun May 24 13:15:36 UTC 2026","passed","Sun May 24 13:15:36 UTC 2026","","01 - Auth","",""
"Mark an enterprise as verified.","10","POST Verify Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 13:15:39 UTC 2026","passed","Sun May 24 13:15:39 UTC 2026","","10 - Admin API","",""
"Admin enterprise detail view.","10","GET Enterprise Detail","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","failed","Sun May 24 13:15:39 UTC 2026","","10 - Admin API","",""
"Enterprise analytics report endpoint.","11","GET Enterprise Report Analytics","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","failed","Sun May 24 13:15:38 UTC 2026","","09 - Enterprise API","",""
"List the current citizen reports.","24","GET My Reports","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","failed","Sun May 24 13:15:38 UTC 2026","Citizen Reports","03 - Reports","",""
"Fetch a complaint by ID.","13","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","failed","Sun May 24 13:15:38 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Update a collector profile.","13","PUT Update Collector","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","failed","Sun May 24 13:15:38 UTC 2026","","09 - Enterprise API","",""
"Create a new user from the admin panel.","31","POST Create User","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","passed","Sun May 24 13:15:38 UTC 2026","","10 - Admin API","",""
"Dashboard user stats.","60","GET User Stats","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","failed","Sun May 24 13:15:38 UTC 2026","","10 - Admin API","",""
"Citizen leaderboard by points.","36","GET Leaderboard","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","failed","Sun May 24 13:15:38 UTC 2026","","06 - Citizen API","",""
"Register a new enterprise account. Adjust payload if your backend registration command uses a slightly different shape.","591","POST Register Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 13:15:37 UTC 2026","passed","Sun May 24 13:15:37 UTC 2026","","01 - Auth","",""
"Create a report as a Citizen. Upload at least one image if the backend requires it.","22","POST Create Report","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","passed","Sun May 24 13:15:38 UTC 2026","Citizen Reports","03 - Reports","",""
"Bulk update reward rules.","11","PUT Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 13:15:38 UTC 2026","passed","Sun May 24 13:15:38 UTC 2026","","09 - Enterprise API","",""
"Use a valid categoryId from the list endpoint.","26","GET Category By ID","WastePlatform API - Professional QA Suite","Sun May 24 13:15:37 UTC 2026","passed","Sun May 24 13:15:38 UTC 2026","","02 - Waste Categories","",""
