"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Reject a complaint as admin.","12","POST Reject Complaint","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","passed","Sat May 23 19:29:30 UTC 2026","Admin Complaints","04 - Complaints","",""
"Public analytics endpoint. No auth required.","1045","GET Public Analytics Reports","WastePlatform API - Professional QA Suite","Sat May 23 19:29:28 UTC 2026","passed","Sat May 23 19:29:29 UTC 2026","","00 - Smoke & Public","",""
"Enterprise task statistics.","11","GET Task Stats","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","passed","Sat May 23 19:29:31 UTC 2026","","09 - Enterprise API","",""
"Mark an enterprise as verified.","10","POST Verify Enterprise","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","passed","Sat May 23 19:29:31 UTC 2026","","10 - Admin API","",""
"Admin user analytics.","11","GET Analytics Users","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","failed","Sat May 23 19:29:31 UTC 2026","","10 - Admin API","",""
"Admin complaint list with filters.","15","GET All Complaints","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","failed","Sat May 23 19:29:30 UTC 2026","Admin Complaints","04 - Complaints","",""
"Use this to inspect available roles before registering users.","25","GET Roles","WastePlatform API - Professional QA Suite","Sat May 23 19:29:29 UTC 2026","passed","Sat May 23 19:29:29 UTC 2026","","01 - Auth","",""
"Get the current citizen profile.","12","GET Profile","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","failed","Sat May 23 19:29:31 UTC 2026","","06 - Citizen API","",""
"Admin report analytics.","12","GET Analytics Reports","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","failed","Sat May 23 19:29:31 UTC 2026","","10 - Admin API","",""
"Get unread notification count for the current citizen.","16","GET Unread Count","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","failed","Sat May 23 19:29:30 UTC 2026","","05 - Notifications","",""
"List the current citizen reports.","25","GET My Reports","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","failed","Sat May 23 19:29:30 UTC 2026","Citizen Reports","03 - Reports","",""
"Approve a report as Enterprise or Admin.","14","POST Accept Report","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","passed","Sat May 23 19:29:30 UTC 2026","Management Reports","03 - Reports","",""
"Admin enterprise list with filters.","14","GET Enterprises","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","failed","Sat May 23 19:29:31 UTC 2026","","10 - Admin API","",""
"Mark all notifications as read.","17","PUT Mark All Notifications Read","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","passed","Sat May 23 19:29:31 UTC 2026","","05 - Notifications","",""
"Fetch a single report by ID.","14","GET Report By ID","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","passed","Sat May 23 19:29:30 UTC 2026","Citizen Reports","03 - Reports","",""
"Register a new citizen account. The email is timestamped to avoid duplicates.","723","POST Register Citizen","WastePlatform API - Professional QA Suite","Sat May 23 19:29:29 UTC 2026","passed","Sat May 23 19:29:29 UTC 2026","","01 - Auth","",""
"Create a new user from the admin panel.","34","POST Create User","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","passed","Sat May 23 19:29:31 UTC 2026","","10 - Admin API","",""
"Leaderboard filtered by district and ward.","33","GET Leaderboard by Area","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","failed","Sat May 23 19:29:31 UTC 2026","","06 - Citizen API","",""
"Update a collector profile.","14","PUT Update Collector","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","failed","Sat May 23 19:29:31 UTC 2026","","09 - Enterprise API","",""
"Update accepted waste categories.","15","PUT Waste Types","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","passed","Sat May 23 19:29:31 UTC 2026","","09 - Enterprise API","",""
"Assign a collector to a task. Use managementToken if you want admin access, or enterpriseToken for enterprise flows.","10","PUT Assign Collector","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","passed","Sat May 23 19:29:31 UTC 2026","","09 - Enterprise API","",""
"Resolve a complaint as admin.","13","POST Resolve Complaint","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","passed","Sat May 23 19:29:30 UTC 2026","Admin Complaints","04 - Complaints","",""
"List collectors belonging to the enterprise.","15","GET Collectors","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","failed","Sat May 23 19:29:31 UTC 2026","","09 - Enterprise API","",""
"Admin or Enterprise report list. Set managementToken to the token of the role you want to use.","17","GET All Reports","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","failed","Sat May 23 19:29:30 UTC 2026","Management Reports","03 - Reports","",""
"Use this request to capture an enterprise token into enterpriseToken.","18","POST Login Enterprise","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","passed","Sat May 23 19:29:30 UTC 2026","","01 - Auth","",""
"Create a complaint linked to a report or enterprise.","12","POST Create Complaint","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","passed","Sat May 23 19:29:30 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Enterprise complaint response endpoint.","12","POST Respond Complaint","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","passed","Sat May 23 19:29:31 UTC 2026","","09 - Enterprise API","",""
"Mark one notification as read.","16","PUT Mark Notification Read","WastePlatform API - Professional QA Suite","Sat May 23 19:29:30 UTC 2026","passed","Sat May 23 19:29:31 UTC 2026","","05 - Notifications","",""
"Admin waste analytics.","11","GET Analytics Waste","WastePlatform API - Professional QA Suite","Sat May 23 19:29:31 UTC 2026","failed","Sat May 23 19:29:31 UTC 2026","","10 - Admin API","",""
