"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Use this request to capture a collector token into collectorToken.","16","POST Login Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","","01 - Auth","",""
"List the current citizen notifications.","12","GET Notifications","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","","05 - Notifications","",""
"List reward rules for the enterprise.","13","GET Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Register a new enterprise account. Adjust payload if your backend registration command uses a slightly different shape.","603","POST Register Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:28:24 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","","01 - Auth","",""
"Update a collector profile.","13","PUT Update Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Enterprise task statistics.","10","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Use a valid categoryId from the list endpoint.","26","GET Category By ID","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","","02 - Waste Categories","",""
"List the current citizen reports.","25","GET My Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","Citizen Reports","03 - Reports","",""
"List complaints for the current citizen.","12","GET My Complaints","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Get current enterprise profile and accepted waste types.","13","GET Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Total reward points for the current citizen.","16","GET Rewards Total","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","","06 - Citizen API","",""
"Bulk update reward rules.","11","PUT Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Move task to OnTheWay.","11","PUT Set On The Way","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","08 - Collector Tasks","",""
"Reject a complaint as admin.","12","POST Reject Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","Admin Complaints","04 - Complaints","",""
"Complaint list visible to enterprise/admin.","11","GET Enterprise Complaints","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Overall admin analytics dashboard.","10","GET Analytics Overview","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Collector task summary statistics.","11","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","08 - Collector Tasks","",""
"Public reference data for report creation and enterprise waste-type setup.","35","GET All Categories","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","","02 - Waste Categories","",""
"Dashboard user stats.","60","GET User Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"List tasks assigned to the current collector.","11","GET My Tasks","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","08 - Collector Tasks","",""
"Leaderboard filtered by district and ward.","30","GET Leaderboard by Area","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","","06 - Citizen API","",""
"Admin or Enterprise report list. Set managementToken to the token of the role you want to use.","15","GET All Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","Management Reports","03 - Reports","",""
"Activate or deactivate a user.","10","PATCH Toggle User Status","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Admin analytics summary.","11","GET Analytics Summary","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Fetch a single report by ID.","14","GET Report By ID","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","Citizen Reports","03 - Reports","",""
"Use this request to capture an enterprise token into enterpriseToken.","17","POST Login Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","","01 - Auth","",""
"Get the current citizen profile.","11","GET Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","","06 - Citizen API","",""
"Update enterprise capacity and service area.","13","PUT Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Enterprise analytics report endpoint.","11","GET Enterprise Report Analytics","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Admin enterprise list with filters.","11","GET Enterprises","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Public analytics endpoint. No auth required.","1043","GET Public Analytics Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:28:22 UTC 2026","passed","Sun May 24 01:28:23 UTC 2026","","00 - Smoke & Public","",""
"Use this request to capture an admin token into adminToken and managementToken.","20","POST Login Admin","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","","01 - Auth","",""
"Create a report as a Citizen. Upload at least one image if the backend requires it.","21","POST Create Report","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","Citizen Reports","03 - Reports","",""
"Admin enterprise detail view.","10","GET Enterprise Detail","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Smoke test. Keep this request green on every deployment.","502","GET Health","WastePlatform API - Professional QA Suite","Sun May 24 01:28:22 UTC 2026","passed","Sun May 24 01:28:22 UTC 2026","","00 - Smoke & Public","",""
"Enterprise complaint response endpoint.","11","POST Respond Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Get detailed task information.","11","GET Task By ID","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","08 - Collector Tasks","",""
"List collectors available for assignment.","11","GET Available Collectors","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Paginated reward point history.","17","GET Rewards History","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","","06 - Citizen API","",""
"Complete a task and upload proof images if required.","11","PUT Complete Task","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","08 - Collector Tasks","",""
"Get unread notification count for the current citizen.","15","GET Unread Count","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","","05 - Notifications","",""
"Admin user list with filters.","31","GET Users","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Enterprise available reports list.","14","GET Enterprise Available Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","Management Reports","03 - Reports","",""
"Mark one notification as read.","16","PUT Mark Notification Read","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","","05 - Notifications","",""
"Escalate a complaint to admin.","13","POST Escalate Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Admin complaint detail view.","14","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","Admin Complaints","04 - Complaints","",""
"Create a new collector under the enterprise.","11","POST Create Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Change a user's role.","12","PATCH Update User Role","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Reject an enterprise with a reason.","10","POST Reject Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Create a new user from the admin panel.","31","POST Create User","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Citizen leaderboard by points.","35","GET Leaderboard","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","","06 - Citizen API","",""
"Update the current citizen profile.","12","PUT Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","06 - Citizen API","",""
"Use this request to capture a citizen token into citizenToken.","32","POST Login Citizen","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","","01 - Auth","",""
"Mark an enterprise as verified.","10","POST Verify Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Admin report analytics.","12","GET Analytics Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Get one task progress.","12","GET Task Progress","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Use this to inspect available roles before registering users.","29","GET Roles","WastePlatform API - Professional QA Suite","Sun May 24 01:28:23 UTC 2026","passed","Sun May 24 01:28:23 UTC 2026","","01 - Auth","",""
"Assign a collector to a task. Use managementToken if you want admin access, or enterpriseToken for enterprise flows.","11","PUT Assign Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Admin user analytics.","11","GET Analytics Users","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Approve a report as Enterprise or Admin.","13","POST Accept Report","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","Management Reports","03 - Reports","",""
"Register a new citizen account. The email is timestamped to avoid duplicates.","777","POST Register Citizen","WastePlatform API - Professional QA Suite","Sun May 24 01:28:23 UTC 2026","passed","Sun May 24 01:28:24 UTC 2026","","01 - Auth","",""
"Create a complaint linked to a report or enterprise.","13","POST Create Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Update accepted waste categories.","11","PUT Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Resolve a complaint as admin.","12","POST Resolve Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","Admin Complaints","04 - Complaints","",""
"Fetch the current collector profile.","11","GET Collector Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","07 - Collector API","",""
"Toggle collector availability.","12","PATCH Toggle Availability","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","07 - Collector API","",""
"Admin waste analytics.","14","GET Analytics Waste","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","10 - Admin API","",""
"Remove a collector from the enterprise.","11","DELETE Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","failed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
"Mark all notifications as read.","16","PUT Mark All Notifications Read","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","","05 - Notifications","",""
"Reject a report as Enterprise or Admin.","12","POST Reject Report","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","passed","Sun May 24 01:28:25 UTC 2026","Management Reports","03 - Reports","",""
"Admin complaint list with filters.","14","GET All Complaints","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","Admin Complaints","04 - Complaints","",""
"Fetch a complaint by ID.","13","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 01:28:25 UTC 2026","failed","Sun May 24 01:28:25 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Get all categories and accepted category IDs.","11","GET Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 01:28:26 UTC 2026","passed","Sun May 24 01:28:26 UTC 2026","","09 - Enterprise API","",""
