"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Reject an enterprise with a reason.","9","POST Reject Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:25:53 UTC 2026","passed","Sun May 24 11:25:53 UTC 2026","","10 - Admin API","",""
"Get all categories and accepted category IDs.","11","GET Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 11:25:52 UTC 2026","passed","Sun May 24 11:25:52 UTC 2026","","09 - Enterprise API","",""
"Use this request to capture an enterprise token into enterpriseToken.","15","POST Login Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:25:52 UTC 2026","passed","Sun May 24 11:25:52 UTC 2026","","01 - Auth","",""
"List the current citizen notifications.","10","GET Notifications","WastePlatform API - Professional QA Suite","Sun May 24 11:25:52 UTC 2026","failed","Sun May 24 11:25:52 UTC 2026","","05 - Notifications","",""
"Register a new citizen account. The email is timestamped to avoid duplicates.","559","POST Register Citizen","WastePlatform API - Professional QA Suite","Sun May 24 11:25:50 UTC 2026","passed","Sun May 24 11:25:51 UTC 2026","","01 - Auth","",""
"Use a valid categoryId from the list endpoint.","22","GET Category By ID","WastePlatform API - Professional QA Suite","Sun May 24 11:25:52 UTC 2026","passed","Sun May 24 11:25:52 UTC 2026","","02 - Waste Categories","",""
"Use this request to capture a citizen token into citizenToken.","27","POST Login Citizen","WastePlatform API - Professional QA Suite","Sun May 24 11:25:52 UTC 2026","passed","Sun May 24 11:25:52 UTC 2026","","01 - Auth","",""
"Bulk update reward rules.","10","PUT Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 11:25:52 UTC 2026","passed","Sun May 24 11:25:52 UTC 2026","","09 - Enterprise API","",""
"Overall admin analytics dashboard.","9","GET Analytics Overview","WastePlatform API - Professional QA Suite","Sun May 24 11:25:53 UTC 2026","failed","Sun May 24 11:25:53 UTC 2026","","10 - Admin API","",""
"List collectors belonging to the enterprise.","13","GET Collectors","WastePlatform API - Professional QA Suite","Sun May 24 11:25:52 UTC 2026","failed","Sun May 24 11:25:52 UTC 2026","","09 - Enterprise API","",""
