"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Toggle collector availability.","12","PATCH Toggle Availability","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","passed","Sat May 23 18:12:22 UTC 2026","","07 - Collector API","",""
"List complaints for the current citizen.","14","GET My Complaints","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","failed","Sat May 23 18:12:22 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Use this request to capture an enterprise token into enterpriseToken.","20","POST Login Enterprise","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","passed","Sat May 23 18:12:22 UTC 2026","","01 - Auth","",""
"Get one task progress.","10","GET Task Progress","WastePlatform API - Professional QA Suite","Sat May 23 18:12:23 UTC 2026","passed","Sat May 23 18:12:23 UTC 2026","","09 - Enterprise API","",""
"List collectors belonging to the enterprise.","13","GET Collectors","WastePlatform API - Professional QA Suite","Sat May 23 18:12:23 UTC 2026","failed","Sat May 23 18:12:23 UTC 2026","","09 - Enterprise API","",""
"Get the current citizen profile.","13","GET Profile","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","failed","Sat May 23 18:12:22 UTC 2026","","06 - Citizen API","",""
"Update the current citizen profile.","14","PUT Profile","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","passed","Sat May 23 18:12:22 UTC 2026","","06 - Citizen API","",""
"Update enterprise capacity and service area.","15","PUT Enterprise Profile","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","passed","Sat May 23 18:12:23 UTC 2026","","09 - Enterprise API","",""
"Public analytics endpoint. No auth required.","1049","GET Public Analytics Reports","WastePlatform API - Professional QA Suite","Sat May 23 18:12:19 UTC 2026","passed","Sat May 23 18:12:20 UTC 2026","","00 - Smoke & Public","",""
"Admin or Enterprise report list. Set managementToken to the token of the role you want to use.","17","GET All Reports","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","failed","Sat May 23 18:12:22 UTC 2026","Management Reports","03 - Reports","",""
"Enterprise task statistics.","11","GET Task Stats","WastePlatform API - Professional QA Suite","Sat May 23 18:12:23 UTC 2026","passed","Sat May 23 18:12:23 UTC 2026","","09 - Enterprise API","",""
"Create a new collector under the enterprise.","11","POST Create Collector","WastePlatform API - Professional QA Suite","Sat May 23 18:12:23 UTC 2026","passed","Sat May 23 18:12:23 UTC 2026","","09 - Enterprise API","",""
"Get detailed task information.","12","GET Task By ID","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","failed","Sat May 23 18:12:22 UTC 2026","","08 - Collector Tasks","",""
"Get all categories and accepted category IDs.","12","GET Waste Types","WastePlatform API - Professional QA Suite","Sat May 23 18:12:23 UTC 2026","passed","Sat May 23 18:12:23 UTC 2026","","09 - Enterprise API","",""
"Enterprise available reports list.","14","GET Enterprise Available Reports","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","failed","Sat May 23 18:12:22 UTC 2026","Management Reports","03 - Reports","",""
"Admin user analytics.","17","GET Analytics Users","WastePlatform API - Professional QA Suite","Sat May 23 18:12:23 UTC 2026","failed","Sat May 23 18:12:23 UTC 2026","","10 - Admin API","",""
"Use this request to capture a citizen token into citizenToken.","34","POST Login Citizen","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","passed","Sat May 23 18:12:22 UTC 2026","","01 - Auth","",""
"Register a new citizen account. The email is timestamped to avoid duplicates.","730","POST Register Citizen","WastePlatform API - Professional QA Suite","Sat May 23 18:12:20 UTC 2026","passed","Sat May 23 18:12:21 UTC 2026","","01 - Auth","",""
"Complaint list visible to enterprise/admin.","11","GET Enterprise Complaints","WastePlatform API - Professional QA Suite","Sat May 23 18:12:23 UTC 2026","passed","Sat May 23 18:12:23 UTC 2026","","09 - Enterprise API","",""
"Register a new enterprise account. Adjust payload if your backend registration command uses a slightly different shape.","626","POST Register Enterprise","WastePlatform API - Professional QA Suite","Sat May 23 18:12:21 UTC 2026","passed","Sat May 23 18:12:22 UTC 2026","","01 - Auth","",""
"Complete a task and upload proof images if required.","12","PUT Complete Task","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","passed","Sat May 23 18:12:22 UTC 2026","","08 - Collector Tasks","",""
"Assign a collector to a task. Use managementToken if you want admin access, or enterpriseToken for enterprise flows.","12","PUT Assign Collector","WastePlatform API - Professional QA Suite","Sat May 23 18:12:23 UTC 2026","passed","Sat May 23 18:12:23 UTC 2026","","09 - Enterprise API","",""
"List the current citizen notifications.","14","GET Notifications","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","failed","Sat May 23 18:12:22 UTC 2026","","05 - Notifications","",""
"Mark one notification as read.","18","PUT Mark Notification Read","WastePlatform API - Professional QA Suite","Sat May 23 18:12:22 UTC 2026","passed","Sat May 23 18:12:22 UTC 2026","","05 - Notifications","",""
"Update accepted waste categories.","11","PUT Waste Types","WastePlatform API - Professional QA Suite","Sat May 23 18:12:23 UTC 2026","passed","Sat May 23 18:12:23 UTC 2026","","09 - Enterprise API","",""
