"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Mark one notification as read.","11","PUT Mark Notification Read","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","05 - Notifications","",""
"Use this request to capture a citizen token into citizenToken.","33","POST Login Citizen","WastePlatform API - Professional QA Suite","Sun May 24 01:41:13 UTC 2026","passed","Sun May 24 01:41:13 UTC 2026","","01 - Auth","",""
"Get unread notification count for the current citizen.","13","GET Unread Count","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","05 - Notifications","",""
"Get one task progress.","11","GET Task Progress","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Get the current citizen profile.","13","GET Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","06 - Citizen API","",""
"Public reference data for report creation and enterprise waste-type setup.","29","GET All Categories","WastePlatform API - Professional QA Suite","Sun May 24 01:41:13 UTC 2026","passed","Sun May 24 01:41:13 UTC 2026","","02 - Waste Categories","",""
"List the current citizen reports.","23","GET My Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:41:13 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","Citizen Reports","03 - Reports","",""
"Activate or deactivate a user.","11","PATCH Toggle User Status","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","10 - Admin API","",""
"Create a report as a Citizen. Upload at least one image if the backend requires it.","21","POST Create Report","WastePlatform API - Professional QA Suite","Sun May 24 01:41:13 UTC 2026","passed","Sun May 24 01:41:13 UTC 2026","Citizen Reports","03 - Reports","",""
"Use this request to capture a collector token into collectorToken.","15","POST Login Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:41:13 UTC 2026","passed","Sun May 24 01:41:13 UTC 2026","","01 - Auth","",""
"Citizen leaderboard by points.","34","GET Leaderboard","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","06 - Citizen API","",""
"Register a new enterprise account. Adjust payload if your backend registration command uses a slightly different shape.","482","POST Register Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:41:13 UTC 2026","passed","Sun May 24 01:41:13 UTC 2026","","01 - Auth","",""
"Resolve a complaint as admin.","12","POST Resolve Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","Admin Complaints","04 - Complaints","",""
"List the current citizen notifications.","12","GET Notifications","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","05 - Notifications","",""
"Assign a collector to a task. Use managementToken if you want admin access, or enterpriseToken for enterprise flows.","13","PUT Assign Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Update enterprise capacity and service area.","16","PUT Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Approve a report as Enterprise or Admin.","13","POST Accept Report","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","Management Reports","03 - Reports","",""
"Enterprise analytics report endpoint.","11","GET Enterprise Report Analytics","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Fetch a single report by ID.","13","GET Report By ID","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","Citizen Reports","03 - Reports","",""
"Overall admin analytics dashboard.","12","GET Analytics Overview","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","10 - Admin API","",""
"Bulk update reward rules.","11","PUT Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Complaint list visible to enterprise/admin.","12","GET Enterprise Complaints","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Reject an enterprise with a reason.","11","POST Reject Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","10 - Admin API","",""
"List collectors belonging to the enterprise.","13","GET Collectors","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Use this request to capture an enterprise token into enterpriseToken.","17","POST Login Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:41:13 UTC 2026","passed","Sun May 24 01:41:13 UTC 2026","","01 - Auth","",""
"Enterprise task statistics.","10","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Mark an enterprise as verified.","10","POST Verify Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","10 - Admin API","",""
"Admin waste analytics.","10","GET Analytics Waste","WastePlatform API - Professional QA Suite","Sun May 24 01:41:15 UTC 2026","failed","Sun May 24 01:41:15 UTC 2026","","10 - Admin API","",""
"Admin user list with filters.","30","GET Users","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","10 - Admin API","",""
"Admin user analytics.","11","GET Analytics Users","WastePlatform API - Professional QA Suite","Sun May 24 01:41:15 UTC 2026","failed","Sun May 24 01:41:15 UTC 2026","","10 - Admin API","",""
"Admin report analytics.","13","GET Analytics Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:15 UTC 2026","","10 - Admin API","",""
"Admin or Enterprise report list. Set managementToken to the token of the role you want to use.","15","GET All Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","Management Reports","03 - Reports","",""
"Toggle collector availability.","11","PATCH Toggle Availability","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","07 - Collector API","",""
"Escalate a complaint to admin.","13","POST Escalate Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Create a new collector under the enterprise.","11","POST Create Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"Paginated reward point history.","15","GET Rewards History","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","06 - Citizen API","",""
"Update accepted waste categories.","14","PUT Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","","09 - Enterprise API","",""
"List complaints for the current citizen.","12","GET My Complaints","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Leaderboard filtered by district and ward.","30","GET Leaderboard by Area","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","06 - Citizen API","",""
"Get detailed task information.","11","GET Task By ID","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","08 - Collector Tasks","",""
"Admin enterprise detail view.","10","GET Enterprise Detail","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","10 - Admin API","",""
"Enterprise available reports list.","14","GET Enterprise Available Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","Management Reports","03 - Reports","",""
"Use this request to capture an admin token into adminToken and managementToken.","15","POST Login Admin","WastePlatform API - Professional QA Suite","Sun May 24 01:41:13 UTC 2026","passed","Sun May 24 01:41:13 UTC 2026","","01 - Auth","",""
"Total reward points for the current citizen.","12","GET Rewards Total","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","06 - Citizen API","",""
"Admin enterprise list with filters.","13","GET Enterprises","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","failed","Sun May 24 01:41:14 UTC 2026","","10 - Admin API","",""
"Reject a report as Enterprise or Admin.","12","POST Reject Report","WastePlatform API - Professional QA Suite","Sun May 24 01:41:14 UTC 2026","passed","Sun May 24 01:41:14 UTC 2026","Management Reports","03 - Reports","",""
