"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Admin waste analytics.","12","GET Analytics Waste","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","10 - Admin API","",""
"Create a new collector under the enterprise.","11","POST Create Collector","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Enterprise task statistics.","11","GET Task Stats","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Paginated reward point history.","20","GET Rewards History","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","06 - Citizen API","",""
"Mark all notifications as read.","17","PUT Mark All Notifications Read","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","05 - Notifications","",""
"Move task to OnTheWay.","11","PUT Set On The Way","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","08 - Collector Tasks","",""
"Get all categories and accepted category IDs.","11","GET Waste Types","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Use this to inspect available roles before registering users.","27","GET Roles","WastePlatform API - Professional QA Suite","Sat May 23 18:12:09 UTC 2026","passed","Sat May 23 18:12:09 UTC 2026","","01 - Auth","",""
"Citizen leaderboard by points.","37","GET Leaderboard","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","06 - Citizen API","",""
"Update the current citizen profile.","13","PUT Profile","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","06 - Citizen API","",""
"List the current citizen notifications.","15","GET Notifications","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","05 - Notifications","",""
"Get unread notification count for the current citizen.","19","GET Unread Count","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","05 - Notifications","",""
"Get one task progress.","11","GET Task Progress","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Use this request to capture an enterprise token into enterpriseToken.","18","POST Login Enterprise","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","passed","Sat May 23 18:12:10 UTC 2026","","01 - Auth","",""
"Public analytics endpoint. No auth required.","1041","GET Public Analytics Reports","WastePlatform API - Professional QA Suite","Sat May 23 18:12:08 UTC 2026","passed","Sat May 23 18:12:09 UTC 2026","","00 - Smoke & Public","",""
"Admin complaint list with filters.","14","GET All Complaints","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","Admin Complaints","04 - Complaints","",""
"Total reward points for the current citizen.","19","GET Rewards Total","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","06 - Citizen API","",""
"Enterprise complaint response endpoint.","14","POST Respond Complaint","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Use this request to capture a citizen token into citizenToken.","33","POST Login Citizen","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","passed","Sat May 23 18:12:10 UTC 2026","","01 - Auth","",""
"Use this request to capture an admin token into adminToken and managementToken.","17","POST Login Admin","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","passed","Sat May 23 18:12:10 UTC 2026","","01 - Auth","",""
"Enterprise available reports list.","14","GET Enterprise Available Reports","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","failed","Sat May 23 18:12:10 UTC 2026","Management Reports","03 - Reports","",""
"Bulk update reward rules.","12","PUT Reward Rules","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Use this request to capture a collector token into collectorToken.","17","POST Login Collector","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","passed","Sat May 23 18:12:10 UTC 2026","","01 - Auth","",""
"Complete a task and upload proof images if required.","11","PUT Complete Task","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","08 - Collector Tasks","",""
"Fetch a complaint by ID.","16","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Admin report analytics.","12","GET Analytics Reports","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","10 - Admin API","",""
"Register a new citizen account. The email is timestamped to avoid duplicates.","729","POST Register Citizen","WastePlatform API - Professional QA Suite","Sat May 23 18:12:09 UTC 2026","passed","Sat May 23 18:12:10 UTC 2026","","01 - Auth","",""
"Fetch a single report by ID.","14","GET Report By ID","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","passed","Sat May 23 18:12:10 UTC 2026","Citizen Reports","03 - Reports","",""
"Approve a report as Enterprise or Admin.","14","POST Accept Report","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","passed","Sat May 23 18:12:10 UTC 2026","Management Reports","03 - Reports","",""
"Remove a collector from the enterprise.","13","DELETE Collector","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Admin complaint detail view.","14","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","Admin Complaints","04 - Complaints","",""
"Admin user analytics.","12","GET Analytics Users","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","10 - Admin API","",""
"Create a complaint linked to a report or enterprise.","13","POST Create Complaint","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","passed","Sat May 23 18:12:10 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Get the current citizen profile.","13","GET Profile","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","06 - Citizen API","",""
"Assign a collector to a task. Use managementToken if you want admin access, or enterpriseToken for enterprise flows.","11","PUT Assign Collector","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Reject a report as Enterprise or Admin.","13","POST Reject Report","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","passed","Sat May 23 18:12:10 UTC 2026","Management Reports","03 - Reports","",""
"Toggle collector availability.","12","PATCH Toggle Availability","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","07 - Collector API","",""
"Get detailed task information.","11","GET Task By ID","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","08 - Collector Tasks","",""
"Fetch the current collector profile.","12","GET Collector Profile","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","07 - Collector API","",""
"Mark an enterprise as verified.","11","POST Verify Enterprise","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","10 - Admin API","",""
"Complaint list visible to enterprise/admin.","12","GET Enterprise Complaints","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Admin analytics summary.","12","GET Analytics Summary","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","10 - Admin API","",""
"Use a valid categoryId from the list endpoint.","27","GET Category By ID","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","passed","Sat May 23 18:12:10 UTC 2026","","02 - Waste Categories","",""
"List collectors available for assignment.","10","GET Available Collectors","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Admin enterprise list with filters.","12","GET Enterprises","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","10 - Admin API","",""
"Update accepted waste categories.","11","PUT Waste Types","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"List collectors belonging to the enterprise.","13","GET Collectors","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Smoke test. Keep this request green on every deployment.","479","GET Health","WastePlatform API - Professional QA Suite","Sat May 23 18:12:07 UTC 2026","passed","Sat May 23 18:12:08 UTC 2026","","00 - Smoke & Public","",""
"Admin or Enterprise report list. Set managementToken to the token of the role you want to use.","17","GET All Reports","WastePlatform API - Professional QA Suite","Sat May 23 18:12:10 UTC 2026","failed","Sat May 23 18:12:10 UTC 2026","Management Reports","03 - Reports","",""
"Reject an enterprise with a reason.","10","POST Reject Enterprise","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","10 - Admin API","",""
"Enterprise analytics report endpoint.","15","GET Enterprise Report Analytics","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","09 - Enterprise API","",""
"Escalate a complaint to admin.","14","POST Escalate Complaint","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Leaderboard filtered by district and ward.","32","GET Leaderboard by Area","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","failed","Sat May 23 18:12:11 UTC 2026","","06 - Citizen API","",""
"Create a new user from the admin panel.","33","POST Create User","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","10 - Admin API","",""
"Activate or deactivate a user.","11","PATCH Toggle User Status","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","10 - Admin API","",""
"Mark one notification as read.","15","PUT Mark Notification Read","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","05 - Notifications","",""
"Admin user list with filters.","31","GET Users","WastePlatform API - Professional QA Suite","Sat May 23 18:12:11 UTC 2026","passed","Sat May 23 18:12:11 UTC 2026","","10 - Admin API","",""
