"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Enterprise task statistics.","8","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Create a complaint linked to a report or enterprise.","11","POST Create Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Use a valid categoryId from the list endpoint.","21","GET Category By ID","WastePlatform API - Professional QA Suite","Sun May 24 01:38:54 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","02 - Waste Categories","",""
"Approve a report as Enterprise or Admin.","11","POST Accept Report","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","Management Reports","03 - Reports","",""
"Reject a report as Enterprise or Admin.","11","POST Reject Report","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","Management Reports","03 - Reports","",""
"Admin user analytics.","10","GET Analytics Users","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"Remove a collector from the enterprise.","10","DELETE Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Admin waste analytics.","10","GET Analytics Waste","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"Admin enterprise detail view.","11","GET Enterprise Detail","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"Paginated reward point history.","12","GET Rewards History","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","06 - Citizen API","",""
"Public reference data for report creation and enterprise waste-type setup.","26","GET All Categories","WastePlatform API - Professional QA Suite","Sun May 24 01:38:54 UTC 2026","passed","Sun May 24 01:38:54 UTC 2026","","02 - Waste Categories","",""
"Resolve a complaint as admin.","11","POST Resolve Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","Admin Complaints","04 - Complaints","",""
"Update enterprise capacity and service area.","10","PUT Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Use this request to capture an enterprise token into enterpriseToken.","16","POST Login Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:38:54 UTC 2026","passed","Sun May 24 01:38:54 UTC 2026","","01 - Auth","",""
"Get current enterprise profile and accepted waste types.","9","GET Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"List collectors belonging to the enterprise.","10","GET Collectors","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Use this to inspect available roles before registering users.","20","GET Roles","WastePlatform API - Professional QA Suite","Sun May 24 01:38:54 UTC 2026","passed","Sun May 24 01:38:54 UTC 2026","","01 - Auth","",""
"Collector task summary statistics.","11","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","08 - Collector Tasks","",""
"List collectors available for assignment.","9","GET Available Collectors","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Register a new citizen account. The email is timestamped to avoid duplicates.","294","POST Register Citizen","WastePlatform API - Professional QA Suite","Sun May 24 01:38:54 UTC 2026","passed","Sun May 24 01:38:54 UTC 2026","","01 - Auth","",""
"Admin report analytics.","11","GET Analytics Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"Update accepted waste categories.","9","PUT Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Use this request to capture a citizen token into citizenToken.","26","POST Login Citizen","WastePlatform API - Professional QA Suite","Sun May 24 01:38:54 UTC 2026","passed","Sun May 24 01:38:54 UTC 2026","","01 - Auth","",""
"Create a new user from the admin panel.","27","POST Create User","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"Create a new collector under the enterprise.","9","POST Create Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Dashboard user stats.","46","GET User Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"Update the current citizen profile.","11","PUT Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","06 - Citizen API","",""
"Enterprise complaint response endpoint.","10","POST Respond Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Move task to OnTheWay.","9","PUT Set On The Way","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","08 - Collector Tasks","",""
"Fetch a single report by ID.","12","GET Report By ID","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","Citizen Reports","03 - Reports","",""
"Escalate a complaint to admin.","11","POST Escalate Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Reject a complaint as admin.","11","POST Reject Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","Admin Complaints","04 - Complaints","",""
"Fetch a complaint by ID.","11","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Get all categories and accepted category IDs.","9","GET Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Admin complaint list with filters.","12","GET All Complaints","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","Admin Complaints","04 - Complaints","",""
"Use this request to capture an admin token into adminToken and managementToken.","15","POST Login Admin","WastePlatform API - Professional QA Suite","Sun May 24 01:38:54 UTC 2026","passed","Sun May 24 01:38:54 UTC 2026","","01 - Auth","",""
"Update a collector profile.","10","PUT Update Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Public analytics endpoint. No auth required.","620","GET Public Analytics Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:38:53 UTC 2026","passed","Sun May 24 01:38:54 UTC 2026","","00 - Smoke & Public","",""
"Change a user's role.","10","PATCH Update User Role","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"List the current citizen reports.","20","GET My Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","Citizen Reports","03 - Reports","",""
"Get unread notification count for the current citizen.","16","GET Unread Count","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","05 - Notifications","",""
"Get detailed task information.","10","GET Task By ID","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","08 - Collector Tasks","",""
"Enterprise available reports list.","12","GET Enterprise Available Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","Management Reports","03 - Reports","",""
"Use this request to capture a collector token into collectorToken.","14","POST Login Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:38:54 UTC 2026","passed","Sun May 24 01:38:54 UTC 2026","","01 - Auth","",""
"Create a report as a Citizen. Upload at least one image if the backend requires it.","18","POST Create Report","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","Citizen Reports","03 - Reports","",""
"Admin user list with filters.","27","GET Users","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"Fetch the current collector profile.","9","GET Collector Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","07 - Collector API","",""
"Citizen leaderboard by points.","30","GET Leaderboard","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","06 - Citizen API","",""
"Admin or Enterprise report list. Set managementToken to the token of the role you want to use.","14","GET All Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","Management Reports","03 - Reports","",""
"Complaint list visible to enterprise/admin.","9","GET Enterprise Complaints","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Smoke test. Keep this request green on every deployment.","290","GET Health","WastePlatform API - Professional QA Suite","Sun May 24 01:38:53 UTC 2026","passed","Sun May 24 01:38:53 UTC 2026","","00 - Smoke & Public","",""
"Overall admin analytics dashboard.","9","GET Analytics Overview","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"Assign a collector to a task. Use managementToken if you want admin access, or enterpriseToken for enterprise flows.","10","PUT Assign Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Admin enterprise list with filters.","10","GET Enterprises","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"Reject an enterprise with a reason.","9","POST Reject Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","10 - Admin API","",""
"Enterprise analytics report endpoint.","10","GET Enterprise Report Analytics","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Total reward points for the current citizen.","10","GET Rewards Total","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","06 - Citizen API","",""
"Mark one notification as read.","11","PUT Mark Notification Read","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","05 - Notifications","",""
"Bulk update reward rules.","10","PUT Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","09 - Enterprise API","",""
"Toggle collector availability.","10","PATCH Toggle Availability","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","passed","Sun May 24 01:38:55 UTC 2026","","07 - Collector API","",""
"Get the current citizen profile.","11","GET Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","06 - Citizen API","",""
"List tasks assigned to the current collector.","11","GET My Tasks","WastePlatform API - Professional QA Suite","Sun May 24 01:38:55 UTC 2026","failed","Sun May 24 01:38:55 UTC 2026","","08 - Collector Tasks","",""
