"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get all categories and accepted category IDs.","12","GET Waste Types","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","passed","Sat May 23 16:55:38 UTC 2026","","09 - Enterprise API","",""
"Public reference data for report creation and enterprise waste-type setup.","32","GET All Categories","WastePlatform API - Professional QA Suite","Sat May 23 16:55:37 UTC 2026","passed","Sat May 23 16:55:37 UTC 2026","","02 - Waste Categories","",""
"Activate or deactivate a user.","12","PATCH Toggle User Status","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","passed","Sat May 23 16:55:38 UTC 2026","","10 - Admin API","",""
"Mark all notifications as read.","14","PUT Mark All Notifications Read","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","passed","Sat May 23 16:55:38 UTC 2026","","05 - Notifications","",""
"Get the current citizen profile.","12","GET Profile","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","failed","Sat May 23 16:55:38 UTC 2026","","06 - Citizen API","",""
"Create a complaint linked to a report or enterprise.","12","POST Create Complaint","WastePlatform API - Professional QA Suite","Sat May 23 16:55:37 UTC 2026","passed","Sat May 23 16:55:37 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Fetch a single report by ID.","14","GET Report By ID","WastePlatform API - Professional QA Suite","Sat May 23 16:55:37 UTC 2026","passed","Sat May 23 16:55:37 UTC 2026","Citizen Reports","03 - Reports","",""
"Admin enterprise list with filters.","12","GET Enterprises","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","failed","Sat May 23 16:55:38 UTC 2026","","10 - Admin API","",""
"Admin enterprise detail view.","12","GET Enterprise Detail","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","failed","Sat May 23 16:55:38 UTC 2026","","10 - Admin API","",""
"Update enterprise capacity and service area.","13","PUT Enterprise Profile","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","passed","Sat May 23 16:55:38 UTC 2026","","09 - Enterprise API","",""
"Admin user analytics.","13","GET Analytics Users","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","failed","Sat May 23 16:55:38 UTC 2026","","10 - Admin API","",""
"Update accepted waste categories.","11","PUT Waste Types","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","passed","Sat May 23 16:55:38 UTC 2026","","09 - Enterprise API","",""
"Create a new user from the admin panel.","33","POST Create User","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","passed","Sat May 23 16:55:38 UTC 2026","","10 - Admin API","",""
"Get current enterprise profile and accepted waste types.","11","GET Enterprise Profile","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","passed","Sat May 23 16:55:38 UTC 2026","","09 - Enterprise API","",""
"Admin waste analytics.","14","GET Analytics Waste","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","failed","Sat May 23 16:55:38 UTC 2026","","10 - Admin API","",""
"Use this request to capture an enterprise token into enterpriseToken.","17","POST Login Enterprise","WastePlatform API - Professional QA Suite","Sat May 23 16:55:37 UTC 2026","passed","Sat May 23 16:55:37 UTC 2026","","01 - Auth","",""
"List tasks assigned to the current collector.","13","GET My Tasks","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","failed","Sat May 23 16:55:38 UTC 2026","","08 - Collector Tasks","",""
"Dashboard user stats.","61","GET User Stats","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","failed","Sat May 23 16:55:38 UTC 2026","","10 - Admin API","",""
"Update the current citizen profile.","14","PUT Profile","WastePlatform API - Professional QA Suite","Sat May 23 16:55:38 UTC 2026","passed","Sat May 23 16:55:38 UTC 2026","","06 - Citizen API","",""
