"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Complete a task and upload proof images if required.","12","PUT Complete Task","WastePlatform API - Professional QA Suite","Sun May 24 11:08:04 UTC 2026","passed","Sun May 24 11:08:04 UTC 2026","","08 - Collector Tasks","",""
"Reject a report as Enterprise or Admin.","13","POST Reject Report","WastePlatform API - Professional QA Suite","Sun May 24 11:08:03 UTC 2026","passed","Sun May 24 11:08:03 UTC 2026","Management Reports","03 - Reports","",""
"Admin or Enterprise report list. Set managementToken to the token of the role you want to use.","17","GET All Reports","WastePlatform API - Professional QA Suite","Sun May 24 11:08:03 UTC 2026","failed","Sun May 24 11:08:03 UTC 2026","Management Reports","03 - Reports","",""
"Citizen leaderboard by points.","39","GET Leaderboard","WastePlatform API - Professional QA Suite","Sun May 24 11:08:03 UTC 2026","failed","Sun May 24 11:08:03 UTC 2026","","06 - Citizen API","",""
"Update a collector profile.","13","PUT Update Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:08:04 UTC 2026","failed","Sun May 24 11:08:04 UTC 2026","","09 - Enterprise API","",""
"Approve a report as Enterprise or Admin.","14","POST Accept Report","WastePlatform API - Professional QA Suite","Sun May 24 11:08:03 UTC 2026","passed","Sun May 24 11:08:03 UTC 2026","Management Reports","03 - Reports","",""
"Use a valid categoryId from the list endpoint.","27","GET Category By ID","WastePlatform API - Professional QA Suite","Sun May 24 11:08:03 UTC 2026","passed","Sun May 24 11:08:03 UTC 2026","","02 - Waste Categories","",""
"Fetch a single report by ID.","14","GET Report By ID","WastePlatform API - Professional QA Suite","Sun May 24 11:08:03 UTC 2026","passed","Sun May 24 11:08:03 UTC 2026","Citizen Reports","03 - Reports","",""
"Enterprise analytics report endpoint.","11","GET Enterprise Report Analytics","WastePlatform API - Professional QA Suite","Sun May 24 11:08:04 UTC 2026","failed","Sun May 24 11:08:04 UTC 2026","","09 - Enterprise API","",""
"Bulk update reward rules.","12","PUT Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 11:08:04 UTC 2026","passed","Sun May 24 11:08:04 UTC 2026","","09 - Enterprise API","",""
"Admin complaint detail view.","14","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 11:08:03 UTC 2026","failed","Sun May 24 11:08:03 UTC 2026","Admin Complaints","04 - Complaints","",""
"Use this to inspect available roles before registering users.","26","GET Roles","WastePlatform API - Professional QA Suite","Sun May 24 11:08:02 UTC 2026","passed","Sun May 24 11:08:02 UTC 2026","","01 - Auth","",""
"Escalate a complaint to admin.","13","POST Escalate Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:08:03 UTC 2026","passed","Sun May 24 11:08:03 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Get current enterprise profile and accepted waste types.","14","GET Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:08:04 UTC 2026","passed","Sun May 24 11:08:04 UTC 2026","","09 - Enterprise API","",""
