"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Get all categories and accepted category IDs.","14","GET Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
"Get current enterprise profile and accepted waste types.","14","GET Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
"Activate or deactivate a user.","11","PATCH Toggle User Status","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","10 - Admin API","",""
"Collector task summary statistics.","11","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","08 - Collector Tasks","",""
"Update accepted waste categories.","15","PUT Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
"Admin or Enterprise report list. Set managementToken to the token of the role you want to use.","17","GET All Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:58:03 UTC 2026","failed","Sun May 24 01:58:03 UTC 2026","Management Reports","03 - Reports","",""
"Use this request to capture an admin token into adminToken and managementToken.","16","POST Login Admin","WastePlatform API - Professional QA Suite","Sun May 24 01:58:03 UTC 2026","passed","Sun May 24 01:58:03 UTC 2026","","01 - Auth","",""
"Admin report analytics.","12","GET Analytics Reports","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","10 - Admin API","",""
"Paginated reward point history.","17","GET Rewards History","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","06 - Citizen API","",""
"Get unread notification count for the current citizen.","20","GET Unread Count","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","05 - Notifications","",""
"Enterprise analytics report endpoint.","12","GET Enterprise Report Analytics","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
"List collectors belonging to the enterprise.","14","GET Collectors","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
"Enterprise task statistics.","10","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
"Create a new collector under the enterprise.","15","POST Create Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
"List tasks assigned to the current collector.","13","GET My Tasks","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","08 - Collector Tasks","",""
"Admin user list with filters.","33","GET Users","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","10 - Admin API","",""
"Register a new citizen account. The email is timestamped to avoid duplicates.","729","POST Register Citizen","WastePlatform API - Professional QA Suite","Sun May 24 01:58:02 UTC 2026","passed","Sun May 24 01:58:03 UTC 2026","","01 - Auth","",""
"Admin user analytics.","11","GET Analytics Users","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","10 - Admin API","",""
"Remove a collector from the enterprise.","12","DELETE Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
"Reject an enterprise with a reason.","10","POST Reject Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","10 - Admin API","",""
"Use this to inspect available roles before registering users.","26","GET Roles","WastePlatform API - Professional QA Suite","Sun May 24 01:58:02 UTC 2026","passed","Sun May 24 01:58:02 UTC 2026","","01 - Auth","",""
"Toggle collector availability.","11","PATCH Toggle Availability","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","07 - Collector API","",""
"Resolve a complaint as admin.","15","POST Resolve Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","Admin Complaints","04 - Complaints","",""
"Assign a collector to a task. Use managementToken if you want admin access, or enterpriseToken for enterprise flows.","11","PUT Assign Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
"Total reward points for the current citizen.","13","GET Rewards Total","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","06 - Citizen API","",""
"Overall admin analytics dashboard.","9","GET Analytics Overview","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","10 - Admin API","",""
"Update a collector profile.","16","PUT Update Collector","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","failed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
"Create a complaint linked to a report or enterprise.","12","POST Create Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:58:03 UTC 2026","passed","Sun May 24 01:58:03 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Reject a complaint as admin.","13","POST Reject Complaint","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","Admin Complaints","04 - Complaints","",""
"Mark one notification as read.","13","PUT Mark Notification Read","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","05 - Notifications","",""
"Bulk update reward rules.","13","PUT Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 01:58:04 UTC 2026","passed","Sun May 24 01:58:04 UTC 2026","","09 - Enterprise API","",""
