"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Approve a report as Enterprise or Admin.","16","POST Accept Report","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","Management Reports","03 - Reports","",""
"Reject an enterprise with a reason.","13","POST Reject Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:02:29 UTC 2026","passed","Sun May 24 11:02:29 UTC 2026","","10 - Admin API","",""
"Fetch a single report by ID.","16","GET Report By ID","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","Citizen Reports","03 - Reports","",""
"Admin analytics summary.","13","GET Analytics Summary","WastePlatform API - Professional QA Suite","Sun May 24 11:02:29 UTC 2026","failed","Sun May 24 11:02:29 UTC 2026","","10 - Admin API","",""
"Get detailed task information.","12","GET Task By ID","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","08 - Collector Tasks","",""
"Admin enterprise list with filters.","14","GET Enterprises","WastePlatform API - Professional QA Suite","Sun May 24 11:02:29 UTC 2026","failed","Sun May 24 11:02:29 UTC 2026","","10 - Admin API","",""
"Citizen leaderboard by points.","39","GET Leaderboard","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","06 - Citizen API","",""
"List the current citizen reports.","27","GET My Reports","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","failed","Sun May 24 11:02:27 UTC 2026","Citizen Reports","03 - Reports","",""
"Collector task summary statistics.","18","GET Task Stats","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","08 - Collector Tasks","",""
"List tasks assigned to the current collector.","15","GET My Tasks","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","08 - Collector Tasks","",""
"Leaderboard filtered by district and ward.","35","GET Leaderboard by Area","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","06 - Citizen API","",""
"Update enterprise capacity and service area.","18","PUT Enterprise Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Admin complaint detail view.","15","GET Complaint Detail","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","Admin Complaints","04 - Complaints","",""
"Get all categories and accepted category IDs.","17","GET Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"List the current citizen notifications.","15","GET Notifications","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","05 - Notifications","",""
"List reward rules for the enterprise.","15","GET Reward Rules","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Complete a task and upload proof images if required.","14","PUT Complete Task","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","08 - Collector Tasks","",""
"Activate or deactivate a user.","13","PATCH Toggle User Status","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","10 - Admin API","",""
"Public analytics endpoint. No auth required.","1047","GET Public Analytics Reports","WastePlatform API - Professional QA Suite","Sun May 24 11:02:25 UTC 2026","passed","Sun May 24 11:02:26 UTC 2026","","00 - Smoke & Public","",""
"Enterprise available reports list.","16","GET Enterprise Available Reports","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","Management Reports","03 - Reports","",""
"Admin waste analytics.","12","GET Analytics Waste","WastePlatform API - Professional QA Suite","Sun May 24 11:02:29 UTC 2026","failed","Sun May 24 11:02:29 UTC 2026","","10 - Admin API","",""
"Enterprise analytics report endpoint.","13","GET Enterprise Report Analytics","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Change a user's role.","13","PATCH Update User Role","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:29 UTC 2026","","10 - Admin API","",""
"Move task to OnTheWay.","13","PUT Set On The Way","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","08 - Collector Tasks","",""
"Fetch the current collector profile.","14","GET Collector Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","07 - Collector API","",""
"Public reference data for report creation and enterprise waste-type setup.","34","GET All Categories","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","","02 - Waste Categories","",""
"Use this request to capture an enterprise token into enterpriseToken.","20","POST Login Enterprise","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","","01 - Auth","",""
"Overall admin analytics dashboard.","14","GET Analytics Overview","WastePlatform API - Professional QA Suite","Sun May 24 11:02:29 UTC 2026","failed","Sun May 24 11:02:29 UTC 2026","","10 - Admin API","",""
"Use this request to capture an admin token into adminToken and managementToken.","21","POST Login Admin","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","","01 - Auth","",""
"Get the current citizen profile.","14","GET Profile","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","06 - Citizen API","",""
"Use this request to capture a collector token into collectorToken.","19","POST Login Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:02:27 UTC 2026","passed","Sun May 24 11:02:27 UTC 2026","","01 - Auth","",""
"Reject a complaint as admin.","15","POST Reject Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","Admin Complaints","04 - Complaints","",""
"Resolve a complaint as admin.","16","POST Resolve Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","Admin Complaints","04 - Complaints","",""
"Remove a collector from the enterprise.","14","DELETE Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Complaint list visible to enterprise/admin.","13","GET Enterprise Complaints","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Update accepted waste categories.","17","PUT Waste Types","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"List complaints for the current citizen.","15","GET My Complaints","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","failed","Sun May 24 11:02:28 UTC 2026","Citizen Complaints","04 - Complaints","",""
"Enterprise complaint response endpoint.","13","POST Respond Complaint","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
"Create a new collector under the enterprise.","17","POST Create Collector","WastePlatform API - Professional QA Suite","Sun May 24 11:02:28 UTC 2026","passed","Sun May 24 11:02:28 UTC 2026","","09 - Enterprise API","",""
